created_at,anger_output,analytical_output,fear_output,joy_output,sadness_output,seg_sentiment,difference
2020-03-21 00:00:00+00:00,22.564469914040114,29.011461318051573,9.95702005730659,36.53295128939828,30.515759312320917,1.2858166189111748,
2020-03-22 00:00:00+00:00,25.90027700831025,29.50138504155125,11.980609418282548,38.43490304709141,31.23268698060942,1.3704986149584488,0.06178918761610088
2020-03-23 00:00:00+00:00,29.65917331399565,33.35750543872371,10.007251631617114,30.52936910804931,29.22407541696882,1.327773749093546,-0.03217782087804537
2020-03-24 00:00:00+00:00,24.69304229195089,28.444747612551158,8.799454297407912,32.196452933151434,29.94542974079127,1.2407912687585265,-0.07010242780161545
2020-03-25 00:00:00+00:00,24.15426251691475,29.29634641407307,7.7807848443843035,37.82138024357239,35.656292286874155,1.3470906630581867,0.0789103489577588
2020-03-26 00:00:00+00:00,19.92084432717678,27.506596306068605,7.058047493403693,30.343007915567284,26.517150395778366,1.1134564643799472,-0.20982787037690234
2020-03-27 00:00:00+00:00,21.2100611828688,24.541128484024473,6.866077498300475,30.659415363698166,30.319510537049627,1.1359619306594153,0.019811813822320553
2020-03-28 00:00:00+00:00,22.04724409448819,31.73228346456693,9.05511811023622,33.62204724409449,33.07086614173229,1.295275590551181,0.12299595626902278
2020-03-29 00:00:00+00:00,18.96551724137931,41.206896551724135,10.0,39.310344827586206,25.344827586206897,1.3482758620689654,0.039309664297077954
2020-03-30 00:00:00+00:00,25.19872813990461,31.875993640699523,9.618441971383147,31.955484896661368,31.319554848966614,1.2996820349761526,-0.03738901191606024
2020-03-31 00:00:00+00:00,29.376257545271628,31.052984574111335,9.523809523809524,31.790744466800803,27.565392354124747,1.2930918846411805,-0.005096428500748669
2020-04-01 00:00:00+00:00,27.53120665742025,23.43966712898752,8.876560332871012,30.859916782246877,27.739251040221912,1.1844660194174756,-0.09170872227902953
2020-04-02 00:00:00+00:00,23.684210526315788,25.36549707602339,9.576023391812866,32.82163742690059,30.774853801169588,1.2222222222222223,0.030891438658429096
2020-04-03 00:00:00+00:00,20.928792569659443,25.758513931888544,9.721362229102168,38.26625386996904,28.111455108359134,1.2278637770897833,0.0045946097383313365
2020-04-04 00:00:00+00:00,19.77211796246649,26.60857908847185,9.383378016085791,35.924932975871315,26.60857908847185,1.1829758713136729,-0.03794490391952227
2020-04-05 00:00:00+00:00,21.042471042471043,23.745173745173744,7.786357786357787,35.26383526383526,25.997425997426,1.1383526383526383,-0.0391998326859512
2020-04-06 00:00:00+00:00,21.773659827928523,27.729980145598944,9.397749834546659,30.57577763070814,35.27465254798147,1.2475181998676372,0.08750618750618745
2020-04-07 00:00:00+00:00,17.95946890286513,28.791055206149547,11.320754716981133,33.61285814116003,30.538085255066388,1.2222222222222223,-0.0206967089826122
2020-04-08 00:00:00+00:00,20.170827858081473,27.8580814717477,8.409986859395532,32.52299605781866,31.47174770039422,1.2043363994743759,-0.014851185063951059
2020-04-09 00:00:00+00:00,17.719190680564072,29.123237277743712,10.055180870631514,38.381361128142245,31.820968730839976,1.270999386879215,0.052449267948525224
2020-04-10 00:00:00+00:00,21.70795306388527,34.289439374185136,9.908735332464145,31.290743155149936,27.90091264667536,1.2509778357235983,-0.016004720934192872
2020-04-11 00:00:00+00:00,22.466335931963147,27.35648476257973,11.410347271438697,34.231041814316086,28.41956059532247,1.2388377037562013,-0.009799614534323361
2020-04-12 00:00:00+00:00,21.843003412969285,26.006825938566553,9.215017064846416,34.40273037542662,34.67576791808874,1.261433447098976,0.017912751080717045
2020-04-13 00:00:00+00:00,24.676056338028168,29.070422535211264,8.225352112676056,29.859154929577464,30.309859154929576,1.2214084507042253,-0.03276954271249198
2020-04-14 00:00:00+00:00,20.10723860589812,29.0437890974084,9.025915996425379,28.686327077747993,26.630920464700626,1.1349419124218052,-0.0761858711323056
2020-04-15 00:00:00+00:00,30.865671641791042,27.582089552238802,8.0,41.134328358208954,39.64179104477612,1.4722388059701492,0.22910474318470245
2020-04-16 00:00:00+00:00,25.18720217835262,30.905377808032675,10.823689584751532,30.292716133424097,34.37712729748128,1.3158611300204222,-0.11884056180556081
2020-04-17 00:00:00+00:00,26.121372031662272,26.121372031662272,10.422163588390502,29.947229551451187,32.58575197889182,1.2519788918205805,-0.05102501217648045
2020-04-18 00:00:00+00:00,18.8575361321404,29.18100481761872,7.29525120440468,28.836889194769444,31.17687543014453,1.1534755677907778,-0.08539697483013331
2020-04-19 00:00:00+00:00,16.913746630727765,31.064690026954178,8.76010781671159,27.358490566037734,29.98652291105121,1.1408355795148248,-0.011079588069411771
2020-04-20 00:00:00+00:00,18.340026773761714,30.78982597054886,8.701472556894243,23.293172690763054,29.98661311914324,1.1111111111111112,-0.026752021563342308
2020-04-21 00:00:00+00:00,16.632996632996633,35.55555555555556,7.474747474747474,25.521885521885523,32.45791245791246,1.1764309764309764,0.05552375500858607
2020-04-22 00:00:00+00:00,14.945652173913043,34.51086956521739,8.695652173913043,23.097826086956523,30.16304347826087,1.1141304347826086,-0.05591853494292519
2020-04-23 00:00:00+00:00,14.454664914586072,35.54533508541393,8.14717477003942,26.675427069645202,30.223390275952696,1.1504599211563733,0.03157822858987424
2020-04-24 00:00:00+00:00,16.15598885793872,36.559888579387184,8.84401114206128,25.974930362116993,27.99442896935933,1.1552924791086352,0.004182973610276119
2020-04-25 00:00:00+00:00,15.728274173806609,32.92533659730722,6.548347613219094,24.96940024479804,29.436964504283964,1.0960832313341493,-0.05401893403881069
2020-04-26 00:00:00+00:00,18.58108108108108,32.5,8.64864864864865,22.094594594594593,34.18918918918919,1.1601351351351352,0.05521072663101872
2020-04-27 00:00:00+00:00,15.735694822888282,36.171662125340596,7.561307901907358,22.68392370572207,32.28882833787466,1.1444141689373297,-0.013737129987130042
2020-04-28 00:00:00+00:00,15.122873345935728,34.46754883427851,8.695652173913043,23.944549464398236,30.30875866414619,1.125393824826717,-0.016901056049015883
2020-04-29 00:00:00+00:00,18.50828729281768,36.11878453038674,8.287292817679557,25.20718232044199,29.696132596685082,1.1781767955801106,0.04480055196419335
2020-04-30 00:00:00+00:00,15.191637630662022,32.752613240418114,6.2717770034843205,25.087108013937282,31.428571428571427,1.1073170731707318,-0.06399226032565042
2020-05-01 00:00:00+00:00,17.111959287531807,36.895674300254456,5.852417302798982,26.08142493638677,29.389312977099237,1.1533078880407124,0.03987730886685575
2020-05-02 00:00:00+00:00,21.900269541778975,35.309973045822105,7.951482479784366,23.247978436657682,31.73854447439353,1.2014824797843666,0.04009595857968754
2020-05-03 00:00:00+00:00,21.309285237140948,38.41015364061457,7.8156312625250495,26.38610554442218,31.128924515698063,1.250501002004008,0.039199106710899066
2020-05-04 00:00:00+00:00,18.64290610006854,36.80603152844414,8.087731322823851,23.235092529129542,32.96778615490062,1.197395476353667,-0.04435086544009588
2020-05-05 00:00:00+00:00,19.161290322580644,37.03225806451613,6.645161290322581,22.64516129032258,31.74193548387097,1.1722580645161291,-0.021443581919748822
2020-05-06 00:00:00+00:00,23.54515050167224,40.53511705685619,8.227424749163879,26.08695652173913,33.979933110367895,1.3237458193979934,0.11443870315734567
2020-05-07 00:00:00+00:00,20.286085825747723,38.491547464239275,7.607282184655396,25.617685305591674,35.045513654096226,1.270481144343303,-0.04192480564693641
2020-05-08 00:00:00+00:00,19.241011984021306,37.35019973368841,7.589880159786951,26.964047936085215,30.09320905459387,1.2123834886817577,-0.047920197036595884
2020-05-09 00:00:00+00:00,19.59731543624161,35.90604026845637,8.590604026845638,27.85234899328859,31.409395973154364,1.2335570469798658,0.017164636487584893
2020-05-10 00:00:00+00:00,21.636240703177823,34.48275862068966,8.586883029073698,26.30155510480054,33.33333333333333,1.2434077079107506,0.007922309688297257
2020-05-11 00:00:00+00:00,22.35217673814165,36.32228719948018,8.187134502923977,28.589993502274204,30.27940220922677,1.2573099415204678,0.011057125336100662
2020-05-12 00:00:00+00:00,22.87121745249824,36.875439831104856,8.515130190007039,24.98240675580577,31.245601688951442,1.2448979591836735,-0.009970280893490505
2020-05-13 00:00:00+00:00,19.61191961191961,40.74844074844075,9.216909216909217,21.62162162162162,32.640332640332645,1.2383922383922383,-0.005253360437627854
2020-05-14 00:00:00+00:00,21.286173633440512,37.7491961414791,9.389067524115756,22.958199356913184,30.09646302250804,1.2147909967845658,-0.019428232239243393
2020-05-15 00:00:00+00:00,20.091623036649214,36.452879581151834,8.24607329842932,25.261780104712038,32.460732984293195,1.225130890052356,0.008439827410888646
2020-05-16 00:00:00+00:00,22.54071661237785,36.74267100977199,7.62214983713355,25.602605863192185,32.182410423452765,1.2469055374592835,0.017462948677969433
2020-05-17 00:00:00+00:00,23.963457484188336,36.33169360505973,6.7463106113843985,23.401264933239634,32.677442023893185,1.231201686577653,-0.012754897148721583
2020-05-18 00:00:00+00:00,20.92130518234165,36.724248240563014,7.421625079974409,26.35956493921945,29.110684580934098,1.2053742802303262,-0.021426876921906403
2020-05-19 00:00:00+00:00,21.51394422310757,38.711819389110225,7.50332005312085,26.095617529880478,30.810092961487385,1.246347941567065,0.032874978142316845
2020-05-20 00:00:00+00:00,22.59158751696065,37.51696065128901,9.023066485753054,25.305291723202174,30.936227951153324,1.2537313432835822,0.005889141845317194
2020-05-21 00:00:00+00:00,22.073578595317723,38.66220735785953,7.424749163879599,22.54180602006689,30.367892976588628,1.2107023411371238,-0.03554052939721281
2020-05-22 00:00:00+00:00,18.636363636363637,38.701298701298704,7.467532467532467,23.896103896103895,31.753246753246756,1.2045454545454546,-0.00511137754780088
2020-05-23 00:00:00+00:00,21.476063829787233,35.638297872340424,7.712765957446808,26.595744680851062,34.57446808510639,1.2599734042553192,0.04399136483569204
2020-05-24 00:00:00+00:00,18.47307430129516,34.69665985003408,8.588957055214724,26.516700749829585,37.28698023176551,1.2556237218813906,-0.0034641607179985356
2020-05-25 00:00:00+00:00,19.165580182529336,38.26597131681878,8.148631029986962,26.79269882659713,34.35462842242503,1.2672750977835723,0.009194038391947892
2020-05-26 00:00:00+00:00,20.892494929006087,41.17647058823529,9.398242055442866,24.881676808654497,35.294117647058826,1.3164300202839756,0.03733956362511377
2020-05-27 00:00:00+00:00,21.137123745819398,38.52842809364548,8.561872909698996,23.34448160535117,35.58528428093645,1.271571906354515,-0.03527768559944429
2020-05-28 00:00:00+00:00,24.25227568270481,39.466840052015606,8.452535760728217,21.976592977893368,37.77633289986996,1.3192457737321197,0.036137214404512584
2020-05-29 00:00:00+00:00,28.532046864231564,34.25223983459683,10.475534114403859,21.915920055134393,31.977946243969672,1.2715368711233632,-0.03752065999203559
2020-05-30 00:00:00+00:00,34.806629834254146,29.62707182320442,8.35635359116022,20.58011049723757,31.422651933701655,1.24792817679558,-0.018918311780094055
2020-05-31 00:00:00+00:00,32.68261964735517,32.241813602015114,12.468513853904282,21.662468513853906,29.345088161209066,1.2840050377833754,0.028097133520656646
2020-06-01 00:00:00+00:00,36.79653679653679,26.406926406926406,12.121212121212121,19.047619047619047,39.82683982683983,1.341991341991342,0.04320914926464614
